sentence,label,category
"an appeared firm tietoenator began bucking her market balance, holding flat at 22. 70 percent, after slipping back in earlier years.",negative,Augmented_Data
"tornio works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in april-october period .",negative,Sentences_50Agree
with the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .,positive,Sentences_50Agree
"capman has six investment areas capman buyout , capman technology , capman life science , capman russia , capman public market and capman real estate , and each of them has a dedicated team and funds .",neutral,Sentences_50Agree
honkarakenne oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring finnish crosscountry skier virpi kuitunen for the next three years .,neutral,Sentences_50Agree
"the workforce will be reduced also in the amsterdam office , in the netherlands .",negative,Sentences_50Agree
"moreover, its market share dropped to 17. 59 per share from 56 per cent each decade earlier.",negative,Augmented_Data
device use of western area decreased by 21 % and 2. 96 mn units.,negative,Augmented_Data
"since the association ' s data also actually indicate audience figures from about 100 us local breweries and sales on imported brewing products, the actual market segments of its individuals are smaller than those given in the literature.",negative,Augmented_Data
"comparable operating profit totaled eur 4.7 mn , down from eur 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",negative,Sentences_50Agree
"is pilot project proved at rifd safety is vital to our purposes ' ', wrote s patel, cold handling laboratory at yara.",positive,Augmented_Data
the construction for the town of le + nki have introduced a plan that for local council will occupy the travel centre office facilities.,positive,Augmented_Data
"von koskull will oversee a new unit of nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral,Sentences_50Agree
"under the agreement , larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in finland to etteplan as of january 1 , 2007 .",neutral,Sentences_50Agree
finnish bank alandsbanken said monday it will buy the swedish operations of iceland is troubled kaupthing bank for 414 million kronor $ 49.5 million in cash .,neutral,Sentences_50Agree
"the other seats would go to edgar edmonds , an american with experience of the clothing and retail industry , and christian fischer , an austrian with experience in the winter sports goods business .",neutral,Sentences_50Agree
"the orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 teus .",neutral,Sentences_50Agree
"yit acquired investment rights to a 10,000 square metre residential project in yaroslavl and to a 16,400 square metre project in moscow .",neutral,Sentences_50Agree
"if honkarakenne starts production there , it will need a partner for sawmill operations .",neutral,Sentences_50Agree
`` these developments partly reflect the government is higher activity in the field of dividend policy . '',neutral,Sentences_50Agree
"digia said its consolidated net sales for january-june 2010 were eur67 .8 m , up 9.7 % on the same period in 2009 ( eur61 .9 m ) .",positive,Sentences_50Agree
operation divestment to raisio ' s funds ceased by may 1994 giving the company a clearer focus into grain - based markets.,positive,Augmented_Data
"( adp news ) - finnish handling systems provider cargotec oyj ( hel : cgcbv ) announced on friday it won orders worth eur 10 million ( usd 13.2 m ) to deliver linkspans to jordan , morocco and ireland .",positive,Sentences_50Agree
"upm-kymmene corp. , the world is largest maker of magazine paper , on tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",negative,Sentences_50Agree
"w+rtsil+ is solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",positive,Sentences_50Agree
the company ' s advantage in pricing can were seen in relatively relatively higher prices offered at each new unmanned helicopter.,positive,Augmented_Data
"the company operates its business through two reportable segments , including banking and investment services , and non-life insurance .",neutral,Sentences_50Agree
the adjustment measures will be carried out in phases to secure the delivery capability .,neutral,Sentences_50Agree
"as a result of such transactions, the aggregate holdings via century life sciences equity partners, l. p. has become near 5 per cent on the total number of shares or subsidiaries of the company.",negative,Augmented_Data
"the major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,Sentences_50Agree
combining this deep domain expertise with our application service management asm and outsourcing service offerings has now proved to be a winning combination .,positive,Sentences_50Agree
"the contracts between raute corporation and muling kemian wood products co. , ltd. , which were announced on 3 november 2010 , have taken effect .",neutral,Sentences_50Agree
"2011 proceeds totalled eur 4. 8 hundred, compared to a profit of per 17. 7 000 from his first half of 2008.",negative,Augmented_Data
"the solution is demonstrated on a tablet developed by aava mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side .",neutral,Sentences_50Agree
"finland - based elcoteq se, another privately held provider providing electronics technical supplies to technology companies, said before it signed two short - term manufacturing supply deal with information equipment company andrew f..",positive,Augmented_Data
"imports in 2012 decreased by 2. 0 %, and overseas sales intensified by 9. 15 % for comparison with euros, and by 8. 1 % in terms is local currencies.",negative,Augmented_Data
18:30 dinner the conference program can also be viewed as a live audio webcast through the internet pages at .,neutral,Sentences_50Agree
"defence electronics contract manufacturer scanfil had net revenues of eur 304. 1 mn late 2015, down from around 321. 6 ge after 2005.",negative,Augmented_Data
morgan estimated its net revenue for 2008 will increase by between 14. 0 pct for 12 pct of equity exchange performance.,positive,Augmented_Data
operating profit improved by 39.9 % to eur 18.0 mn from eur12 .8 mn .,positive,Sentences_50Agree
"finnish forest machinery and equipment maker ponsse oyj said on october 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to brazilian paper maker bahia pulp and to unnamed uruguayan wood harvesting contractors .",positive,Sentences_50Agree
"from domestic building and road improvement trade, net worth totalled around 1, 160 ab, down to of 1, 566 sb a year earlier.",negative,Augmented_Data
